Source URL,Target URL,Status,Parameters
mityjohn.com/?p=941,https://mityjohn.com/blog/ghosts-in-the-machine-i-built-a-haunted-it-sim-by-inviting-a-ghost-in/,301,
mityjohn.com/?p=931,https://mityjohn.com/blog/mitystudio-i-cant-or-hardly-play-music-so-i-built-something-that-can/,301,
mityjohn.com/?p=921,https://mityjohn.com/blog/when-a-cat-makes-you-publish-youre-first-picture-book/,301,
mityjohn.com/?p=891,https://mityjohn.com/blog/the-workflow-is-the-new-unit-of-software-delivery/,301,
mityjohn.com/?p=852,https://mityjohn.com/blog/pibeat-from-sonic-pi-and-musicagent-to-a-new-live-coding-ide/,301,
mityjohn.com/?p=801,https://mityjohn.com/blog/loveflix-2-0-or-how-i-turned-explosions-into-romance-again/,301,
mityjohn.com/?p=711,https://mityjohn.com/blog/a-guitar-hero-controller-is-still-a-guitar-if-you-treat-it-like-one/,301,
mityjohn.com/?p=688,https://mityjohn.com/blog/scrum-2-0-0-programming-by-intent-and-a-little-faith/,301,
mityjohn.com/?p=681,https://mityjohn.com/blog/scrum-programming-language-release-v1-3-0/,301,
mityjohn.com/?p=667,https://mityjohn.com/blog/meet-scrummy-because-even-a-programming-language-needs-a-hug/,301,
mityjohn.com/?p=603,https://mityjohn.com/blog/code-chaos-copilots-the-tech-magic-behind-hockey-madness/,301,
mityjohn.com/?p=602,https://mityjohn.com/blog/hockey-madness-celebrating-ten-years-with-chaos-and-charm/,301,
mityjohn.com/?p=572,https://mityjohn.com/blog/outcoded-by-our-kids-it-took-us-20-years-they-used-20-prompts/,301,
mityjohn.com/?p=553,https://mityjohn.com/blog/soundfonts-the-unsung-heroes-of-virtual-instruments/,301,
mityjohn.com/?p=520,https://mityjohn.com/blog/from-hitster-to-hipster-building-a-music-game-with-agentic-ai-in-just-2-evenings/,301,
mityjohn.com/?p=483,https://mityjohn.com/blog/typix-personality-assessments-meet-vibe-coding/,301,
mityjohn.com/?p=464,https://mityjohn.com/blog/tdd-is-dead-long-live-the-test/,301,
mityjohn.com/?p=454,https://mityjohn.com/blog/musicagent-v1-5-0-creative-mode-is-here/,301,
mityjohn.com/?p=441,https://mityjohn.com/blog/music-agent-v1-4-0-smarter-faster-and-ready-to-groove/,301,
mityjohn.com/?p=435,https://mityjohn.com/blog/local-embedding-the-secret-sauce-for-smarter-ai-in-musicagent/,301,
mityjohn.com/?p=428,https://mityjohn.com/blog/ai-grooves-finding-the-funk-with-sentencetransformers/,301,
mityjohn.com/?p=398,https://mityjohn.com/blog/loveflix-where-every-movie-finds-its-heart/,301,
mityjohn.com/?p=390,https://mityjohn.com/blog/musicagent-yamnet-integration-for-enhanced-music-creation/,301,
mityjohn.com/?p=379,https://mityjohn.com/blog/music-agent-v1-3-0-now-supporting-samples/,301,
mityjohn.com/?p=367,https://mityjohn.com/blog/testing-the-obvious-my-music-is-out-and-its-ready-to-rock-your-ears/,301,
mityjohn.com/?p=360,https://mityjohn.com/blog/token-tuning-mastering-character-token-limits-for-anthropic-and-openai-models/,301,
mityjohn.com/?p=342,https://mityjohn.com/blog/scrum-becomes-2/,301,
mityjohn.com/?p=353,https://mityjohn.com/blog/unveiling-music-agent-1-2-0-a-revolutionary-web-experience-for-music-creation/,301,
mityjohn.com/?p=349,https://mityjohn.com/blog/introducing-music-agent-1-1-0-enhancing-creativity-with-new-features/,301,
mityjohn.com/?p=311,https://mityjohn.com/blog/musicagent-1-0-0-now-with-100-more-musical-magic/,301,
mityjohn.com/?p=207,https://mityjohn.com/blog/rise-of-the-gpt-music-agent/,301,
mityjohn.com/?p=138,https://mityjohn.com/blog/code-crafters-and-ai-wizards/,301,
mityjohn.com/?p=142,https://mityjohn.com/blog/meet-your-new-chat-buddy-gpt-chatbot-fun-and-fully-yours/,301,
mityjohn.com/?p=180,https://mityjohn.com/blog/how-to-outsmart-google-forms/,301,
mityjohn.com/?p=60,https://mityjohn.com/blog/modern-java-development-the-fast-and-the-furious/,301,
mityjohn.com/?p=96,https://mityjohn.com/blog/the-race-for-qa/,301,
mityjohn.com/?p=1,https://mityjohn.com/blog/the-battle-of-low-code-solutions/,301,
mityjohn.com/?page_id=960,https://mityjohn.com/#apps,301,
mityjohn.com/?page_id=951,https://mityjohn.com/apps/ghosts-in-the-machine/,301,
mityjohn.com/?page_id=902,https://mityjohn.com/books/,301,
mityjohn.com/?page_id=901,https://mityjohn.com/books/,301,
mityjohn.com/?page_id=899,https://mityjohn.com/books/,301,
mityjohn.com/?page_id=883,https://mityjohn.com/apps/mitygarden/,301,
mityjohn.com/?page_id=853,https://mityjohn.com/apps/pibeat/,301,
mityjohn.com/?page_id=841,https://mityjohn.com/apps/mitylex/,301,
mityjohn.com/?page_id=830,https://mityjohn.com/apps/mitylaundry/,301,
mityjohn.com/?page_id=790,https://mityjohn.com/apps/mityfighter/,301,
mityjohn.com/?page_id=771,https://mityjohn.com/apps/mitystories/,301,
mityjohn.com/?page_id=760,https://mityjohn.com/apps/loveflix/,301,
mityjohn.com/?page_id=706,https://mityjohn.com/apps/mityguitar/,301,
mityjohn.com/?page_id=640,https://mityjohn.com/apps/sportsmadness/,301,
mityjohn.com/?page_id=591,https://mityjohn.com/artist/,301,
mityjohn.com/?page_id=546,https://mityjohn.com/apps/hipster/,301,
mityjohn.com/?page_id=514,https://mityjohn.com/apps/mitystudio/,301,
mityjohn.com/?page_id=481,https://mityjohn.com/apps/typix/,301,
mityjohn.com/?page_id=219,https://mityjohn.com/apps/music-agent/,301,
mityjohn.com/?page_id=184,https://mityjohn.com/blog/,301,
mityjohn.com/?page_id=100,https://mityjohn.com/apps/scrum-programming/,301,
mityjohn.com/?page_id=2,https://mityjohn.com/about/,301,
mityjohn.com/?tag=ai,https://mityjohn.com/tags/ai/,301,
mityjohn.com/?tag=anthropic,https://mityjohn.com/tags/anthropic/,301,
mityjohn.com/?tag=architecture,https://mityjohn.com/tags/architecture/,301,
mityjohn.com/?tag=delivery,https://mityjohn.com/tags/delivery/,301,
mityjohn.com/?tag=development,https://mityjohn.com/tags/development/,301,
mityjohn.com/?tag=electron,https://mityjohn.com/tags/electron/,301,
mityjohn.com/?tag=engineering,https://mityjohn.com/tags/engineering/,301,
mityjohn.com/?tag=fun,https://mityjohn.com/tags/fun/,301,
mityjohn.com/?tag=generative-ai,https://mityjohn.com/tags/generative-ai/,301,
mityjohn.com/?tag=gpt,https://mityjohn.com/tags/gpt/,301,
mityjohn.com/?tag=hockey,https://mityjohn.com/tags/hockey/,301,
mityjohn.com/?tag=java,https://mityjohn.com/tags/java/,301,
mityjohn.com/?tag=leadership,https://mityjohn.com/tags/leadership/,301,
mityjohn.com/?tag=llm,https://mityjohn.com/tags/llm/,301,
mityjohn.com/?tag=lowcode,https://mityjohn.com/tags/lowcode/,301,
mityjohn.com/?tag=monitoring,https://mityjohn.com/tags/monitoring/,301,
mityjohn.com/?tag=music,https://mityjohn.com/tags/music/,301,
mityjohn.com/?tag=musicagent,https://mityjohn.com/tags/musicagent/,301,
mityjohn.com/?tag=observability,https://mityjohn.com/tags/observability/,301,
mityjohn.com/?tag=openai,https://mityjohn.com/tags/openai/,301,
mityjohn.com/?tag=personality,https://mityjohn.com/tags/personality/,301,
mityjohn.com/?tag=programming,https://mityjohn.com/tags/programming/,301,
mityjohn.com/?tag=python,https://mityjohn.com/tags/python/,301,
mityjohn.com/?tag=quarkus,https://mityjohn.com/tags/quarkus/,301,
mityjohn.com/?tag=react,https://mityjohn.com/tags/react/,301,
mityjohn.com/?tag=rust,https://mityjohn.com/tags/rust/,301,
mityjohn.com/?tag=scrum,https://mityjohn.com/tags/scrum/,301,
mityjohn.com/?tag=sdlc,https://mityjohn.com/tags/sdlc/,301,
mityjohn.com/?tag=software-delivery,https://mityjohn.com/tags/software-delivery/,301,
mityjohn.com/?tag=sonicpi,https://mityjohn.com/tags/sonicpi/,301,
mityjohn.com/?tag=tmdb,https://mityjohn.com/tags/tmdb/,301,
mityjohn.com/?tag=valentine,https://mityjohn.com/tags/valentine/,301,
mityjohn.com/?tag=vuejs,https://mityjohn.com/tags/vuejs/,301,
mityjohn.com/?cat=13,https://mityjohn.com/tags/ai/,301,
mityjohn.com/?category_name=ai,https://mityjohn.com/tags/ai/,301,
mityjohn.com/?cat=7,https://mityjohn.com/tags/development/,301,
mityjohn.com/?category_name=development,https://mityjohn.com/tags/development/,301,
mityjohn.com/?cat=25,https://mityjohn.com/tags/fun/,301,
mityjohn.com/?category_name=fun,https://mityjohn.com/tags/fun/,301,
mityjohn.com/?cat=31,https://mityjohn.com/tags/hockey/,301,
mityjohn.com/?category_name=hockey,https://mityjohn.com/tags/hockey/,301,
mityjohn.com/?cat=6,https://mityjohn.com/tags/lowcode/,301,
mityjohn.com/?category_name=low-code,https://mityjohn.com/tags/lowcode/,301,
mityjohn.com/?cat=37,https://mityjohn.com/tags/music/,301,
mityjohn.com/?category_name=music,https://mityjohn.com/tags/music/,301,
mityjohn.com/?cat=1,https://mityjohn.com/blog/,301,
mityjohn.com/?category_name=uncategorized,https://mityjohn.com/blog/,301,
mityjohn.com/?feed=rss2,https://mityjohn.com/feed/,301,
mityjohn.com/?feed=rss,https://mityjohn.com/feed/,301,
mityjohn.com/?feed=atom,https://mityjohn.com/feed/,301,
mityjohn.com/?author=1,https://mityjohn.com/about/,301,
mityjohn.com/feed/,https://mityjohn.com/rss.xml,301,
mityjohn.com/feed,https://mityjohn.com/rss.xml,301,
